iter	Logloss
927	0.04022824688
928	0.04015147888
929	0.03999368483
930	0.03997035783
931	0.03994735149
932	0.03989189323
933	0.03987100489
934	0.0396942649
935	0.03959567416
936	0.03957421109
937	0.03953996586
938	0.03945761634
939	0.03933695884
940	0.03932246758
941	0.03926545442
942	0.03924596347
943	0.03921527001
944	0.03913934756
945	0.039066281
946	0.0390572356
947	0.03902488748
948	0.03898074557
949	0.03881258411
950	0.03880405545
951	0.03874273901
952	0.03870451816
953	0.03867427037
954	0.03865938287
955	0.03864925769
956	0.03861610618
957	0.03860150548
958	0.03857087006
959	0.03851819374
960	0.03845174279
961	0.03839705297
962	0.03830039506
963	0.03825050138
964	0.03822174607
965	0.03818739456
966	0.03808613882
967	0.03808069236
968	0.0380347979
969	0.03790966806
970	0.03788739325
971	0.03785239576
972	0.03778024056
973	0.03775184155
974	0.03772391602
975	0.03764775289
976	0.03762250016
977	0.03759944416
978	0.03759132404
979	0.03758639464
980	0.03754682519
981	0.03749647242
982	0.03745242229
983	0.03740100446
984	0.03734947619
985	0.03732404361
986	0.03725715159
987	0.0372497583
988	0.03722528982
989	0.03716415081
990	0.03715396888
991	0.03706763637
992	0.03700867654
993	0.03700134935
994	0.03688317216
995	0.03683231984
996	0.03678497523
997	0.03674984485
998	0.03673365866
999	0.03665083317
